index,Position,Track Name,Artist,Streams,URL,Date,Track Id,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
412,13,Tal Vez,Paulo Londra,307031,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-08-09,5jW3rF4URMdK7tO2xjS5EI,0.25,0.855,263899,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,0.741
413,14,Bellacoso,Residente,292958,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-08-09,1kMUGCt7XLDc5Q64Vl0H8S,0.0651,0.774,257865,0.851,0.0,11,0.0568,-2.795,0,0.255,180.086,4,0.695
414,15,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,274528,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-09,6osaMSJh9NguagEDQcZaKx,0.276,0.823,185195,0.71,2.17e-06,6,0.152,-3.896,0,0.0688,96.024,4,0.376
415,16,HP,Maluma,268758,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-08-09,1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,184436,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618
416,17,Tra Tra Tra Remix,Ghetto Kids,265581,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm,2019-08-09,4YqCBC4FwzGXuhixt5cgmm,0.0532,0.847,171000,0.736,0.000142,1,0.0302,-4.542,1,0.266,160.012,4,0.876
417,18,Te Robaré,Nicky Jam,264321,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-08-09,6v0lAdFF4haL8xjBIUjtOw,0.241,0.673,201818,0.752,4.51e-05,2,0.0813,-3.572,0,0.0561,175.997,4,0.797
418,19,Runaway,Sebastian Yatra,241875,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-08-09,7BuSE9uTIw931wtZYzvZcQ,0.0336,0.756,200693,0.851,0.0,2,0.126,-3.33,1,0.0674,75.014,4,0.934
419,20,Te Vi,Piso 21,232040,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-08-09,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706
420,21,Verte Ir,DJ Luian,229623,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-08-09,4lzxJ4jCuFDXXGkE1LmpKR,0.391,0.857,267500,0.647,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,4,0.553
421,22,Con Calma,Daddy Yankee,226722,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-08-09,5w9c2J52mkdntKOmRLeM2m,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,0.656
422,23,Desconocidos,Mau y Ricky,226527,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019-08-09,56f5qnyAlZdlz8wrUDA50h,0.118,0.719,204564,0.753,4.21e-06,7,0.212,-4.891,1,0.179,174.107,4,0.675
423,24,La Boca - Remix,Mau y Ricky,224769,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2019-08-09,2EEmzqzM70CybVspgM7YRT,0.236,0.691,188468,0.773,0.0,11,0.329,-3.812,0,0.0355,92.992,4,0.85
424,25,Fuentes de Ortiz,Ed Maverick,223701,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,2019-08-09,0akyEssGRVHstqCSWXusJL,0.946,0.83,207400,0.159,2.02e-05,1,0.362,-14.461,1,0.0383,104.95,4,0.189
425,26,Si Supieras,Daddy Yankee,216308,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-08-09,7MRU4vOkywuhZ9kbFiPuiu,0.291,0.691,241880,0.894,0.0,9,0.104,-1.681,0,0.115,184.019,4,0.623
426,27,Rebota - Remix,Guaynaa,203474,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,2019-08-09,3dWpRjCmaHbroNahuSeX11,0.205,0.885,262000,0.857,0.0,0,0.671,-2.279,0,0.204,90.025,4,0.818
427,28,Amor A Primera Vista,Los Angeles Azules,203197,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J,2019-08-09,1E7RHPXA9sZ30qfms18J7J,0.223,0.675,221347,0.821,5.11e-05,0,0.149,-6.017,1,0.0668,170.163,4,0.96
428,29,Pa Mí - Remix,Dalex,200504,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-08-09,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,0.727
429,30,Calma - Remix,Pedro Capó,198047,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-08-09,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
430,31,La Boca,Mau y Ricky,194583,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019-08-09,0UQwlF2pRkr1lMN6kNNUj3,0.0655,0.618,206279,0.795,0.0,2,0.309,-1.8,1,0.113,185.901,4,0.76
431,32,bad guy,Billie Eilish,194558,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-09,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562
432,33,Old Town Road - Remix,Lil Nas X,189038,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-09,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,157067,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,4,0.639
433,34,How Do You Sleep?,Sam Smith,183638,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-09,6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.477,202205,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,0.345
434,35,Aleluya,Reik,182961,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM,2019-08-09,23CsjGOYDQiJpX44BSn9TM,0.0478,0.81,158480,0.716,0.0,8,0.0678,-2.3,1,0.0694,96.029,4,0.689
435,36,Lost on You,LP,182721,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2019-08-09,3SqvR3HYLlCTYzbDXJ52OC,0.1,0.433,268105,0.724,0.0,5,0.0918,-6.126,0,0.0372,174.006,4,0.689
436,37,No Lo Trates,Pitbull,181640,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT,2019-08-09,4gqMVEJSaL5nNeKj5WmVoT,0.0569,0.834,198453,0.808,0.00052,11,0.222,-2.597,1,0.0542,104.026,4,0.829
437,38,Secreto,Anuel AA,175078,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-08-09,5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,258800,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,4,0.706
438,39,Tutu,Camilo,171448,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,2019-08-09,1nocRtwyNPVtGcIJqfgdzZ,0.273,0.731,178613,0.832,0.0,9,0.0665,-2.592,1,0.0503,146.013,4,0.94
439,40,Adan y Eva,Paulo Londra,167859,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2019-08-09,132ALUzVLmqYB4UsBj5qD6,0.323,0.767,256972,0.709,0.0,1,0.0745,-4.47,1,0.336,171.993,4,0.72
440,41,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,167759,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019-08-09,6WkJ2OK163XXS2oARUC9JM,0.101,0.72,198053,0.741,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,0.357
441,42,I Don't Care (with Justin Bieber),Ed Sheeran,158817,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-09,0hVXuCcriWRGvwMV1r5Yn9,0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842
442,43,Atrévete,Nicky Jam,157664,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50,2019-08-09,3KekO5WUfJsh7kYU9o2w50,0.311,0.552,198320,0.675,0.0,11,0.119,-3.824,1,0.297,183.785,4,0.586
443,44,boyfriend (with Social House),Ariana Grande,155528,https://open.spotify.com/track/0Ryd8975WihbObpp5cPW1t,2019-08-09,0Ryd8975WihbObpp5cPW1t,0.119,0.4,186107,0.795,0.0,10,0.159,-3.731,0,0.461,190.097,4,0.702
444,45,Aullando,Wisin & Yandel,154498,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019-08-09,7BuHdm4lQqcyG3qTwdkxus,0.184,0.8,226200,0.74,0.0,10,0.0558,-4.52,0,0.0479,90.035,4,0.775
445,46,Que Mas Pues - Remix,Sech,154216,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-08-09,7fODjB7BrQTGqh0hogW6XD,0.121,0.648,305962,0.661,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,0.813
446,47,Latina (feat. Maluma),Reykon,152858,https://open.spotify.com/track/00Ia46AgCNfnXjzgH8PIKH,2019-08-09,00Ia46AgCNfnXjzgH8PIKH,0.0748,0.826,226739,0.713,0.0,9,0.331,-4.017,0,0.129,102.071,4,0.75
447,48,Ella Quiere Beber - Remix,Anuel AA,149041,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019-08-09,3f5lA8nnc4YYF1qf78WpHw,0.265,0.75,219357,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.697
448,49,Me La Avente,Carin Leon,145011,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ,2019-08-09,2QwMXe5zbqymDZGYsMDVqZ,0.557,0.723,155803,0.48,0.0,11,0.0705,-4.1,0,0.0326,144.533,3,0.909
449,50,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,144583,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-08-09,3KkXRkHbMCARz0aVfEt68P,0.556,0.76,158040,0.479,0.0,2,0.0703,-5.574,1,0.0466,89.911,4,0.913
450,1,China,Anuel AA,853046,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-08-10,2ksOAxtIxY8yElEWw8RhgK,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,4,0.609
451,2,Callaita,Bad Bunny,708282,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-08-10,2TH65lNHgvLxCKXM3apjxI,0.6,0.61,250534,0.624,2.12e-06,2,0.243,-4.773,1,0.309,176.169,4,0.244
452,3,LA CANCIÓN,J Balvin,625482,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-08-10,0fea68AdmYNygeTGI4RC18,0.152,0.754,242573,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429
453,4,11 PM,Maluma,550775,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-08-10,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0.712,0.0,10,0.091,-4.84,1,0.277,95.692,4,0.68
454,5,No Me Conoce - Remix,Jhay Cortez,501982,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-10,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0.786,0.0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58
455,6,Soltera - Remix,Lunay,467599,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-08-10,1c0hsvHLELX6y8qymnpLKL,0.361,0.795,266087,0.783,0.0,5,0.437,-4.271,1,0.0432,92.016,4,0.8
456,7,Otro Trago,Sech,455632,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-08-10,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62
457,8,Otro Trago - Remix,Sech,423376,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019-08-10,4bTZeO72FwMa6wKOiqoynL,0.0711,0.725,287773,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763
458,9,Señorita,Shawn Mendes,420487,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-10,6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,0.749
459,10,Con Altura,ROSALÍA,403062,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-08-10,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,161627,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746
460,11,QUE PRETENDES,J Balvin,381648,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-10,25ZAibhr3bdlMCLmubZDVt,0.0275,0.639,222347,0.791,0.0,10,0.362,-4.443,0,0.253,92.603,4,0.939
461,12,Baila Conmigo (feat. Kelly Ruiz),Dayvi,337154,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-08-10,4Clmg1g8n2yBYG13Z1oSdG,0.00903,0.745,189818,0.972,0.465,7,0.297,-3.506,1,0.0774,128.031,4,0.556
462,13,Tal Vez,Paulo Londra,310665,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-08-10,5jW3rF4URMdK7tO2xjS5EI,0.25,0.855,263899,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,0.741
463,14,Bellacoso,Residente,293805,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-08-10,1kMUGCt7XLDc5Q64Vl0H8S,0.0651,0.774,257865,0.851,0.0,11,0.0568,-2.795,0,0.255,180.086,4,0.695
464,15,HP,Maluma,276670,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,2019-08-10,1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,184436,0.791,1.14e-06,4,0.188,-3.157,0,0.0773,91.98,4,0.618
465,16,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,275424,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-08-10,6osaMSJh9NguagEDQcZaKx,0.276,0.823,185195,0.71,2.17e-06,6,0.152,-3.896,0,0.0688,96.024,4,0.376
466,17,Tra Tra Tra Remix,Ghetto Kids,273710,https://open.spotify.com/track/4YqCBC4FwzGXuhixt5cgmm,2019-08-10,4YqCBC4FwzGXuhixt5cgmm,0.0532,0.847,171000,0.736,0.000142,1,0.0302,-4.542,1,0.266,160.012,4,0.876
467,18,Te Robaré,Nicky Jam,263971,https://open.spotify.com/track/6v0lAdFF4haL8xjBIUjtOw,2019-08-10,6v0lAdFF4haL8xjBIUjtOw,0.241,0.673,201818,0.752,4.51e-05,2,0.0813,-3.572,0,0.0561,175.997,4,0.797
468,19,Tutu,Camilo,249571,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,2019-08-10,1nocRtwyNPVtGcIJqfgdzZ,0.273,0.731,178613,0.832,0.0,9,0.0665,-2.592,1,0.0503,146.013,4,0.94
469,20,Runaway,Sebastian Yatra,239834,https://open.spotify.com/track/7BuSE9uTIw931wtZYzvZcQ,2019-08-10,7BuSE9uTIw931wtZYzvZcQ,0.0336,0.756,200693,0.851,0.0,2,0.126,-3.33,1,0.0674,75.014,4,0.934
470,21,Te Vi,Piso 21,234290,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd,2019-08-10,059bcIhyc2SBwm6sw2AZzd,0.0446,0.877,231848,0.777,3.46e-05,1,0.0863,-4.246,1,0.117,102.02,4,0.706
471,22,Verte Ir,DJ Luian,231674,https://open.spotify.com/track/4lzxJ4jCuFDXXGkE1LmpKR,2019-08-10,4lzxJ4jCuFDXXGkE1LmpKR,0.391,0.857,267500,0.647,1.2e-06,11,0.0842,-4.152,0,0.0984,95.982,4,0.553
472,23,La Boca - Remix,Mau y Ricky,229462,https://open.spotify.com/track/2EEmzqzM70CybVspgM7YRT,2019-08-10,2EEmzqzM70CybVspgM7YRT,0.236,0.691,188468,0.773,0.0,11,0.329,-3.812,0,0.0355,92.992,4,0.85
473,24,Con Calma,Daddy Yankee,228517,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-08-10,5w9c2J52mkdntKOmRLeM2m,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,0.0593,93.989,4,0.656
474,25,Desconocidos,Mau y Ricky,223605,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h,2019-08-10,56f5qnyAlZdlz8wrUDA50h,0.118,0.719,204564,0.753,4.21e-06,7,0.212,-4.891,1,0.179,174.107,4,0.675
475,26,Si Supieras,Daddy Yankee,218615,https://open.spotify.com/track/7MRU4vOkywuhZ9kbFiPuiu,2019-08-10,7MRU4vOkywuhZ9kbFiPuiu,0.291,0.691,241880,0.894,0.0,9,0.104,-1.681,0,0.115,184.019,4,0.623
476,27,Fuentes de Ortiz,Ed Maverick,213060,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL,2019-08-10,0akyEssGRVHstqCSWXusJL,0.946,0.83,207400,0.159,2.02e-05,1,0.362,-14.461,1,0.0383,104.95,4,0.189
477,28,Amor A Primera Vista,Los Angeles Azules,211497,https://open.spotify.com/track/1E7RHPXA9sZ30qfms18J7J,2019-08-10,1E7RHPXA9sZ30qfms18J7J,0.223,0.675,221347,0.821,5.11e-05,0,0.149,-6.017,1,0.0668,170.163,4,0.96
478,29,Rebota - Remix,Guaynaa,208546,https://open.spotify.com/track/3dWpRjCmaHbroNahuSeX11,2019-08-10,3dWpRjCmaHbroNahuSeX11,0.205,0.885,262000,0.857,0.0,0,0.671,-2.279,0,0.204,90.025,4,0.818
479,30,Calma - Remix,Pedro Capó,205786,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-08-10,5iwz1NiezX7WWjnCgY5TH4,0.323,0.826,238200,0.773,0.0,11,0.143,-4.218,0,0.0524,126.899,4,0.761
480,31,La Boca,Mau y Ricky,196506,https://open.spotify.com/track/0UQwlF2pRkr1lMN6kNNUj3,2019-08-10,0UQwlF2pRkr1lMN6kNNUj3,0.0655,0.618,206279,0.795,0.0,2,0.309,-1.8,1,0.113,185.901,4,0.76
481,32,Pa Mí - Remix,Dalex,196269,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz,2019-08-10,7g8YaUQABMal0zWe7a2ijz,0.753,0.688,360960,0.62,5.27e-06,11,0.158,-8.029,0,0.22,170.018,4,0.727
482,33,bad guy,Billie Eilish,188600,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-08-10,2Fxmhks0bxGSBdJ92vM42m,0.328,0.701,194088,0.425,0.13,7,0.1,-10.965,1,0.375,135.128,4,0.562
483,34,Old Town Road - Remix,Lil Nas X,188134,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-08-10,2YpeDb67231RjR0MgVLzsG,0.0533,0.878,157067,0.619,0.0,6,0.113,-5.56,1,0.102,136.041,4,0.639
484,35,No Lo Trates,Pitbull,187753,https://open.spotify.com/track/4gqMVEJSaL5nNeKj5WmVoT,2019-08-10,4gqMVEJSaL5nNeKj5WmVoT,0.0569,0.834,198453,0.808,0.00052,11,0.222,-2.597,1,0.0542,104.026,4,0.829
485,36,Aleluya,Reik,178794,https://open.spotify.com/track/23CsjGOYDQiJpX44BSn9TM,2019-08-10,23CsjGOYDQiJpX44BSn9TM,0.0478,0.81,158480,0.716,0.0,8,0.0678,-2.3,1,0.0694,96.029,4,0.689
486,37,Secreto,Anuel AA,177389,https://open.spotify.com/track/5W83ErFkO3aKAIS1WMi6u0,2019-08-10,5W83ErFkO3aKAIS1WMi6u0,0.602,0.807,258800,0.803,0.00853,11,0.136,-4.156,1,0.126,91.987,4,0.706
487,38,Lost on You,LP,175871,https://open.spotify.com/track/3SqvR3HYLlCTYzbDXJ52OC,2019-08-10,3SqvR3HYLlCTYzbDXJ52OC,0.1,0.433,268105,0.724,0.0,5,0.0918,-6.126,0,0.0372,174.006,4,0.689
488,39,Dancin (feat. Luvli) - Krono Remix,Aaron Smith,168939,https://open.spotify.com/track/6WkJ2OK163XXS2oARUC9JM,2019-08-10,6WkJ2OK163XXS2oARUC9JM,0.101,0.72,198053,0.741,1.41e-05,10,0.289,-6.529,0,0.0287,119.896,4,0.357
489,40,Adan y Eva,Paulo Londra,165701,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6,2019-08-10,132ALUzVLmqYB4UsBj5qD6,0.323,0.767,256972,0.709,0.0,1,0.0745,-4.47,1,0.336,171.993,4,0.72
490,41,How Do You Sleep?,Sam Smith,165249,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-08-10,6b2RcmUt1g9N9mQ3CbjX2Y,0.153,0.477,202205,0.682,0.0,1,0.0763,-4.931,0,0.0925,110.567,5,0.345
491,42,Me La Avente,Carin Leon,159533,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ,2019-08-10,2QwMXe5zbqymDZGYsMDVqZ,0.557,0.723,155803,0.48,0.0,11,0.0705,-4.1,0,0.0326,144.533,3,0.909
492,43,Aullando,Wisin & Yandel,158289,https://open.spotify.com/track/7BuHdm4lQqcyG3qTwdkxus,2019-08-10,7BuHdm4lQqcyG3qTwdkxus,0.184,0.8,226200,0.74,0.0,10,0.0558,-4.52,0,0.0479,90.035,4,0.775
493,44,Atrévete,Nicky Jam,157933,https://open.spotify.com/track/3KekO5WUfJsh7kYU9o2w50,2019-08-10,3KekO5WUfJsh7kYU9o2w50,0.311,0.552,198320,0.675,0.0,11,0.119,-3.824,1,0.297,183.785,4,0.586
494,45,Latina (feat. Maluma),Reykon,154203,https://open.spotify.com/track/00Ia46AgCNfnXjzgH8PIKH,2019-08-10,00Ia46AgCNfnXjzgH8PIKH,0.0748,0.826,226739,0.713,0.0,9,0.331,-4.017,0,0.129,102.071,4,0.75
495,46,No Te Contaron Mal,Christian Nodal,153848,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj,2019-08-10,7hbk4BaF66O09R1gq0bKwj,0.369,0.644,156520,0.568,0.0,9,0.151,-3.077,0,0.038,81.409,4,0.654
496,47,I Don't Care (with Justin Bieber),Ed Sheeran,153427,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-08-10,0hVXuCcriWRGvwMV1r5Yn9,0.0912,0.798,219947,0.675,0.0,6,0.0894,-5.041,1,0.0442,101.956,4,0.842
497,48,Que Mas Pues - Remix,Sech,153229,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,2019-08-10,7fODjB7BrQTGqh0hogW6XD,0.121,0.648,305962,0.661,2.33e-06,11,0.12,-5.027,1,0.195,113.363,5,0.813
498,49,Ella Quiere Beber - Remix,Anuel AA,149982,https://open.spotify.com/track/3f5lA8nnc4YYF1qf78WpHw,2019-08-10,3f5lA8nnc4YYF1qf78WpHw,0.265,0.75,219357,0.665,0.0,8,0.0515,-3.083,1,0.124,95.239,4,0.697
499,50,De Los Besos Que Te Di,Christian Nodal,145199,https://open.spotify.com/track/1qfoq1qvZT7VwDVeekCJ97,2019-08-10,1qfoq1qvZT7VwDVeekCJ97,0.388,0.504,167373,0.503,0.0,7,0.0608,-3.313,1,0.0422,195.593,4,0.709
500,1,China,Anuel AA,738311,https://open.spotify.com/track/2ksOAxtIxY8yElEWw8RhgK,2019-08-11,2ksOAxtIxY8yElEWw8RhgK,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,0.0882,105.027,4,0.609
501,2,Callaita,Bad Bunny,622568,https://open.spotify.com/track/2TH65lNHgvLxCKXM3apjxI,2019-08-11,2TH65lNHgvLxCKXM3apjxI,0.6,0.61,250534,0.624,2.12e-06,2,0.243,-4.773,1,0.309,176.169,4,0.244
502,3,LA CANCIÓN,J Balvin,545348,https://open.spotify.com/track/0fea68AdmYNygeTGI4RC18,2019-08-11,0fea68AdmYNygeTGI4RC18,0.152,0.754,242573,0.646,1.85e-05,7,0.108,-5.795,1,0.317,176.089,4,0.429
503,4,11 PM,Maluma,471732,https://open.spotify.com/track/7KbF6AdprOXEEHlsq11Z6d,2019-08-11,7KbF6AdprOXEEHlsq11Z6d,0.217,0.777,175733,0.712,0.0,10,0.091,-4.84,1,0.277,95.692,4,0.68
504,5,No Me Conoce - Remix,Jhay Cortez,434613,https://open.spotify.com/track/4R8BJggjosTswLxtkw8V7P,2019-08-11,4R8BJggjosTswLxtkw8V7P,0.145,0.806,309120,0.786,0.0,10,0.0935,-3.831,0,0.0741,91.973,4,0.58
505,6,Soltera - Remix,Lunay,405863,https://open.spotify.com/track/1c0hsvHLELX6y8qymnpLKL,2019-08-11,1c0hsvHLELX6y8qymnpLKL,0.361,0.795,266087,0.783,0.0,5,0.437,-4.271,1,0.0432,92.016,4,0.8
506,7,Otro Trago,Sech,389676,https://open.spotify.com/track/1Ej96GIBCTvgH7tNX1r3qr,2019-08-11,1Ej96GIBCTvgH7tNX1r3qr,0.136,0.747,225933,0.7,0.000167,0,0.11,-4.669,1,0.341,176.036,4,0.62
507,8,Otro Trago - Remix,Sech,363943,https://open.spotify.com/track/4bTZeO72FwMa6wKOiqoynL,2019-08-11,4bTZeO72FwMa6wKOiqoynL,0.0711,0.725,287773,0.79,1.14e-06,0,0.0602,-2.331,1,0.197,175.988,4,0.763
508,9,Señorita,Shawn Mendes,357023,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-11,6v3KW9xbzN5yKLt9YKDYA2,0.0392,0.759,190800,0.548,0.0,9,0.0828,-6.049,0,0.029,116.967,4,0.749
509,10,Con Altura,ROSALÍA,355965,https://open.spotify.com/track/2qG5sZ7Si6sdK74qLxedYM,2019-08-11,2qG5sZ7Si6sdK74qLxedYM,0.39,0.882,161627,0.689,0.00325,6,0.0501,-4.027,1,0.124,97.963,4,0.746
510,11,QUE PRETENDES,J Balvin,326269,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt,2019-08-11,25ZAibhr3bdlMCLmubZDVt,0.0275,0.639,222347,0.791,0.0,10,0.362,-4.443,0,0.253,92.603,4,0.939
511,12,Baila Conmigo (feat. Kelly Ruiz),Dayvi,299547,https://open.spotify.com/track/4Clmg1g8n2yBYG13Z1oSdG,2019-08-11,4Clmg1g8n2yBYG13Z1oSdG,0.00903,0.745,189818,0.972,0.465,7,0.297,-3.506,1,0.0774,128.031,4,0.556
512,13,Tal Vez,Paulo Londra,269315,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI,2019-08-11,5jW3rF4URMdK7tO2xjS5EI,0.25,0.855,263899,0.649,0.0,8,0.0801,-2.443,1,0.151,161.986,4,0.741
513,14,Tutu,Camilo,261025,https://open.spotify.com/track/1nocRtwyNPVtGcIJqfgdzZ,2019-08-11,1nocRtwyNPVtGcIJqfgdzZ,0.273,0.731,178613,0.832,0.0,9,0.0665,-2.592,1,0.0503,146.013,4,0.94
514,15,Bellacoso,Residente,250643,https://open.spotify.com/track/1kMUGCt7XLDc5Q64Vl0H8S,2019-08-11,1kMUGCt7XLDc5Q64Vl0H8S,0.0651,0.774,257865,0.851,0.0,11,0.0568,-2.795,0,0.255,180.086,4,0.695
